,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0,0101.a3.txt,1937.29,1108.62,694.29,459.13,1,0,3
1,0102.a3.txt,1820.28,1082.95,553.0,380.18,1,2,1
2,0103.a3.txt,1997.13,905.17,1034.48,603.45,6,1,2
3,0104.a3.txt,1647.8,1081.76,616.35,540.88,2,1,0
4,0105.a3.txt,1634.98,1292.78,646.39,735.11,2,2,0
5,0106.a3.txt,2208.59,944.79,760.74,576.69,1,0,1
6,0107.a3.txt,2259.68,1023.72,848.94,449.44,3,2,1
7,0109.a3.txt,1919.19,1237.37,416.67,454.55,0,0,0
8,0110.a3.txt,1982.65,1239.16,681.54,495.66,1,1,0
9,0111.a3.txt,1929.13,1141.73,551.18,380.58,1,1,2
10,0112.a3.txt,2030.52,1056.34,715.96,610.33,0,1,0
11,0115.a3.txt,2176.17,1165.8,660.62,725.39,0,2,0
12,0118.a3.txt,2525.85,1093.06,871.49,324.96,0,2,2
13,0119.a3.txt,2109.09,1078.79,715.15,460.61,1,1,1
14,0120.a3.txt,2127.66,1021.28,865.25,524.82,1,2,0
15,0121.a3.txt,1839.38,997.41,492.23,556.99,3,2,0
16,0122.a3.txt,2320.78,1105.71,680.44,461.73,0,1,1
17,0125.a3.txt,2101.36,914.71,1013.6,420.27,2,2,1
18,0127.a3.txt,1872.4,1012.48,693.48,554.79,7,1,1
19,0128.a3.txt,1965.47,1088.98,517.93,677.29,1,0,4
20,0130.a3.txt,1565.71,971.43,685.71,708.57,4,0,0
21,0131.a3.txt,2117.79,1077.69,689.22,701.75,0,1,0
22,0133.a3.txt,1800.61,996.95,518.82,630.72,4,1,4
23,0134.a3.txt,2069.38,968.9,980.86,610.05,0,1,0
24,0135.a3.txt,2020.2,1098.48,643.94,416.67,1,1,0
25,0136.a3.txt,2034.68,1213.87,624.28,439.31,1,3,0
26,0137.a3.txt,1945.81,935.96,800.49,652.71,0,0,0
27,0138.a3.txt,2079.06,1259.15,658.86,336.75,0,0,0
28,0139.a3.txt,1981.87,1295.34,647.67,349.74,0,2,0
29,0142.a3.txt,2153.56,1161.05,973.78,280.9,0,1,0
30,0143.a3.txt,2200.23,931.32,605.36,384.17,4,1,1
31,0146.a3.txt,1562.88,1416.36,610.5,512.82,3,0,0
32,0149.a3.txt,2101.82,1149.09,560.0,625.45,0,2,0
33,0155.a3.txt,1843.82,1062.91,737.53,455.53,2,2,2
34,0156.a3.txt,1997.52,1141.44,570.72,409.43,1,1,1
35,0157.a3.txt,1454.33,1201.92,600.96,552.88,0,0,0
36,0158.a3.txt,1736.2,1170.93,794.08,511.44,2,0,0
37,0159.a3.txt,2129.19,1112.44,562.2,598.09,1,2,2
38,0161.a3.txt,2155.61,918.37,841.84,459.18,0,0,0
39,0162.a3.txt,2333.75,853.2,752.82,401.51,0,0,0
40,0163.a3.txt,1781.61,977.01,655.17,620.69,0,0,2
41,0165.a3.txt,1773.13,1189.43,572.69,451.54,2,1,3
42,0168.a3.txt,1683.94,1217.62,634.72,505.18,1,8,3
43,0169.a3.txt,2142.86,1047.62,607.14,440.48,1,2,4
44,0171.a3.txt,1789.92,1275.46,600.21,578.78,2,2,0
45,0172.a3.txt,2095.46,1047.73,768.34,419.09,1,3,0
46,0173.a3.txt,2083.33,1208.33,569.44,500.0,0,1,1
47,0174.a3.txt,1917.24,1131.03,1103.45,427.59,0,0,0
48,0175.a3.txt,1884.42,1168.34,540.2,402.01,1,1,0
49,0176.a3.txt,2160.86,1044.42,480.19,396.16,2,1,1
50,0177.a3.txt,1850.22,980.18,693.83,671.81,3,1,1
51,0178.a3.txt,2130.12,1007.35,818.47,619.1,0,2,0
52,0179.a3.txt,2275.94,1143.87,542.45,389.15,2,2,1
53,0182.a3.txt,2072.18,1082.65,651.92,582.07,0,2,2
54,0185.a3.txt,1975.17,1049.66,564.33,474.04,1,0,4
55,0186.a3.txt,1869.51,1041.41,790.46,727.73,2,2,1
56,0187.a3.txt,1672.86,978.93,892.19,458.49,6,3,1
57,0188.a3.txt,1706.4,1204.52,702.63,552.07,1,0,1
58,0189.a3.txt,1926.52,1155.91,555.56,501.79,0,0,0
59,0190.a3.txt,1523.7,1241.53,530.47,462.75,3,4,1
60,0192.a3.txt,1532.36,1294.58,568.03,211.36,1,2,0
61,0193.a3.txt,1989.99,1251.56,575.72,387.98,2,2,0
62,0195.a3.txt,1962.5,975.0,412.5,637.5,1,0,1
63,0196.a3.txt,2013.57,1221.72,723.98,339.37,1,0,1
64,0198.a3.txt,1837.46,1012.96,459.36,494.7,3,2,0
65,0199.a3.txt,1896.14,1099.03,591.79,543.48,1,0,2
66,0200.a3.txt,2169.45,1039.79,731.71,770.22,0,0,0
67,0202.a3.txt,1974.87,1166.97,915.62,412.93,0,0,0
68,0203.a3.txt,2356.46,1124.4,765.55,382.78,3,1,1
69,0204.a3.txt,2063.71,1135.73,554.02,540.17,2,2,0
70,0205.a3.txt,2075.66,1022.49,593.05,460.12,1,1,2
71,0206.a3.txt,2262.38,1057.56,602.41,321.29,3,0,1
72,0207.a3.txt,1662.37,1275.77,618.56,296.39,0,2,0
73,0208.a3.txt,1943.79,1217.8,480.09,761.12,0,0,0
74,0209.a3.txt,2260.1,1174.24,555.56,290.4,2,4,3
75,0213.a3.txt,1773.63,1365.23,781.8,408.4,0,0,0
76,0214.a3.txt,1696.32,972.72,842.23,545.67,4,0,4
77,0215.a3.txt,1756.76,1258.45,447.64,405.41,1,6,4
78,0216.a3.txt,2357.82,912.32,687.2,450.24,1,1,1
79,0218.a3.txt,1940.12,1245.51,610.78,335.33,0,2,1
80,0219.a3.txt,2125.16,1212.52,586.7,586.7,1,0,1
81,0221.a3.txt,1896.07,1264.04,575.84,323.03,0,2,0
82,0222.a3.txt,1859.23,1354.58,517.93,464.81,2,0,1
83,0223.a3.txt,1841.49,1118.88,582.75,617.72,1,0,1
84,0224.a3.txt,1854.22,971.87,677.75,485.93,5,3,3
85,0226.a3.txt,1977.4,960.45,497.18,564.97,2,3,0
86,0227.a3.txt,1918.92,1121.62,689.19,486.49,1,1,1
87,0231.a3.txt,2319.39,1026.62,684.41,456.27,0,1,0
88,0232.a3.txt,1808.12,1266.91,774.91,442.8,1,1,1
89,0234.a3.txt,1818.18,1106.72,566.53,408.43,3,2,3
90,0235.a3.txt,1681.3,1154.33,501.88,326.22,1,3,0
91,0236.a3.txt,1908.96,1248.16,513.95,660.79,2,3,0
92,0237.a3.txt,2275.6,935.52,847.03,366.62,0,1,2
93,0238.a3.txt,1838.51,1304.35,559.01,310.56,0,0,0
94,1003.a3.txt,2237.59,1179.82,716.03,447.52,2,3,2
95,1005.a3.txt,2022.06,1102.94,674.02,477.94,0,1,0
96,1006.a3.txt,1816.19,1214.44,765.86,590.81,3,3,1
97,1007.a3.txt,2024.69,1160.49,691.36,654.32,0,1,0
