task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Load vectorised data (MLP),2024-05-17T10:08:25,Assignment-2,8ca6fdfa-4d3d-4bda-9d2b-712a12921f28,0.011408090591430664,1.2173036167083483e-07,8.872452349032586e-06,42.5,0.0,141.20075225830078,1.6050057278739084e-07,0,5.142123808582255e-07,6.747129536456164e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Fit MLP model,2024-05-17T10:10:03,Assignment-2,8ca6fdfa-4d3d-4bda-9d2b-712a12921f28,97.25991773605347,0.0008945625208699114,9.20594192660313e-06,42.5,0.0,141.20075225830078,0.0011471638002329403,0,0.003811113760043259,0.004958277560276199,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Evaluate MLP model,2024-05-17T10:10:03,Assignment-2,8ca6fdfa-4d3d-4bda-9d2b-712a12921f28,0.22183942794799805,2.0416848450460594e-06,9.192064636620644e-06,42.5,0.0,141.20075225830078,2.6211866074137263e-06,0,8.695227747284543e-06,1.131641435469892e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Plot MLP training,2024-05-17T10:10:03,Assignment-2,8ca6fdfa-4d3d-4bda-9d2b-712a12921f28,0.2770414352416992,2.5419027412402692e-06,9.193590609721943e-06,42.5,0.0,141.20075225830078,3.2628989881939695e-06,0,1.082606520185457e-05,1.4088964190048757e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
