task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Visualising features,2024-05-07T15:01:56,Assignment-1,261c194e-4da5-42f9-9135-5ec86d3045fd,7.817863941192627,7.197656758381062e-05,9.205629517083068e-06,42.5,0.0,141.20075225830078,9.230375190575919e-05,0,0.0003066396328109022,0.0003989433847166614,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
