task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Load data,2024-05-17T11:28:56,Assignment-2,e557965b-f2be-4c60-acd3-a7758d7e7da6,0.3915853500366211,3.6286489814692287e-06,9.194434002515726e-06,42.5,0.0,141.20075225830078,4.657646516958873e-06,0,1.545480890029012e-05,2.011245541724899e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Define vectorizer,2024-05-17T11:28:56,Assignment-2,e557965b-f2be-4c60-acd3-a7758d7e7da6,0.0026848316192626953,2.3123456991675047e-08,8.112656474614022e-06,42.5,0.0,141.20075225830078,3.2436185412936367e-08,0,9.572983456109771e-08,1.2816601997403323e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Vectorize data,2024-05-17T11:29:08,Assignment-2,e557965b-f2be-4c60-acd3-a7758d7e7da6,11.555053949356079,0.00010635619797874708,9.20572796217968e-06,42.5,0.0,141.20075225830078,0.00013639119300577377,0,0.0004531076262846909,0.0005894988192904647,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
