task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Plot MLP training,2024-05-18T16:48:46,Assignment-2,b30d64b6-1bb8-433b-958c-f682654d772d,0.22590184211730957,2.0894214787656416e-06,9.190445587834937e-06,42.5,0.0,141.20075225830078,2.6828699641757543e-06,0,8.898133476532167e-06,1.158100344070792e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
