,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0,0103.b2.txt,2060.66,1088.31,562.0,374.67,3,0,2
1,0134.b2.txt,1725.89,922.17,1184.43,626.06,3,0,1
2,0139.b2.txt,1537.62,1232.28,894.22,468.92,2,0,2
3,0140.b2.txt,1973.95,991.98,591.18,511.02,4,0,2
4,0165.b2.txt,1907.72,1011.54,754.21,301.69,1,0,0
5,0200.b2.txt,1758.03,1134.22,1020.79,595.46,2,0,11
6,0300.b2.txt,1735.61,1312.95,818.35,368.71,2,0,3
7,0308.b2.txt,1561.73,1005.72,907.6,637.78,1,0,4
8,0310.b2.txt,2299.9,942.25,506.59,445.8,5,0,1
9,0313.b2.txt,1509.73,1035.02,871.6,474.71,6,1,5
10,1003.b2.txt,1794.54,1196.36,793.24,377.11,7,0,2
11,1006.b2.txt,1805.7,1003.17,633.58,443.51,0,0,2
12,1006.b2i.txt,1805.7,1003.17,633.58,443.51,0,0,2
13,1021.b2.txt,1974.87,1032.32,637.34,350.09,6,0,3
14,1023.b2.txt,1506.23,939.98,702.15,475.65,5,1,5
15,1057.b2.txt,1780.62,1119.46,706.24,488.35,1,0,2
16,1097.b2.txt,1751.5,988.02,681.14,523.95,4,0,2
17,1100.b2.txt,1504.02,1056.26,734.79,459.24,4,0,1
18,1104.b2.txt,1868.88,1056.75,547.95,469.67,2,0,1
19,1104.b2i.txt,1868.88,1056.75,547.95,469.67,2,0,1
20,1112.b2.txt,1869.09,922.71,583.6,347.0,17,0,4
21,1508.b2.txt,1446.24,1341.58,599.43,313.99,4,0,2
22,1520.b2.txt,1757.88,1194.03,613.6,422.89,5,0,3
23,1528.b2.txt,1696.43,1044.64,821.43,285.71,6,0,0
24,1532.b2.txt,1474.36,979.85,906.59,503.66,11,1,6
25,1533.b2.txt,1792.25,1199.71,709.58,299.93,7,0,4
26,1541.b2.txt,2000.0,869.11,890.05,596.86,2,0,1
27,2012.b2.txt,1812.3,884.57,755.12,215.75,2,0,1
28,2019.b2.txt,1634.38,1162.23,799.03,556.9,1,0,1
29,2028.b2.txt,1888.76,1286.21,799.54,359.21,2,0,0
30,2028.b2i.txt,1867.12,1271.48,790.38,355.1,2,0,0
31,2030.b2.txt,1565.84,1364.18,593.12,557.53,0,0,0
32,2032.b2.txt,1929.82,1052.63,760.23,350.88,2,0,4
33,2034.b2.txt,1767.37,1042.3,528.7,513.6,4,0,3
34,2066.b2.txt,2111.96,1157.76,903.31,496.18,3,0,3
35,2070.b2.txt,1638.86,1177.63,726.2,490.68,6,0,3
36,2070.b2i.txt,1634.05,1174.17,724.07,489.24,7,0,3
37,3013.b2.txt,1572.63,996.4,684.27,396.16,7,0,9
38,3020.b2.txt,1792.36,1087.17,548.48,254.65,2,0,2
39,3501.b2.txt,1696.91,896.48,608.32,266.81,5,0,10
40,3503.b2.txt,2104.07,938.91,757.92,350.68,4,1,6
41,3504.b2.txt,2066.35,1071.09,663.51,322.27,6,0,2
42,3505.b2.txt,1853.45,1174.57,754.31,420.26,5,0,1
43,3506.b2.txt,1803.46,1058.32,583.15,410.37,3,0,1
44,3507.b2.txt,1673.57,977.63,944.49,364.54,3,0,2
45,3508.b2.txt,2029.22,1071.43,827.92,340.91,4,0,1
46,3509.b2.txt,1902.34,1007.12,783.32,508.65,3,0,3
47,3511.b2.txt,1925.52,1108.08,572.21,399.64,4,0,5
48,3518.b2.txt,1286.73,1276.6,557.24,314.08,8,1,8
49,3519.b2.txt,1645.45,1200.0,663.64,381.82,5,0,0
50,3520.b2.txt,1984.13,1071.43,682.54,349.21,4,0,4
51,3522.b2.txt,1929.82,1052.63,789.47,538.85,5,0,0
52,3523.b2.txt,2272.33,1167.11,689.66,327.14,2,0,7
53,3525.b2.txt,1800.23,1103.37,813.01,406.5,5,0,5
54,4012.b2.txt,1963.25,1063.83,638.3,464.22,0,0,0
55,4036.b2.txt,1686.42,975.39,765.72,437.56,10,2,8
56,4038.b2.txt,1958.12,1329.84,523.56,502.62,2,0,2
