,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0,0100,2084.85,1284.85,787.88,351.52,1,0,2
1,0101,2063.69,942.68,547.77,713.38,0,0,0
2,0102,1812.8,1125.59,651.66,675.36,0,1,1
3,0103,1919.43,1208.53,1007.11,391.0,0,0,1
4,0104,2078.72,971.71,725.71,332.1,4,0,1
5,0105,1761.01,1245.28,867.92,578.62,0,0,2
6,0106,1664.68,1117.72,725.33,535.08,0,1,1
7,0107,1607.75,1311.29,741.16,535.92,2,0,3
8,0109,1610.39,1181.82,610.39,363.64,2,0,2
9,0110,2232.03,1286.25,567.47,529.63,1,1,2
10,0111,1914.29,1371.43,500.0,671.43,0,0,0
11,0112,2188.59,1012.81,768.34,477.3,0,0,1
12,0113,1973.39,1186.25,787.14,631.93,0,0,0
13,0115,2162.85,1259.54,674.3,636.13,0,0,1
14,0118,1737.93,1420.69,841.38,427.59,1,0,1
15,0119,1784.39,1288.72,681.54,408.92,0,0,0
16,0120,1898.09,1184.71,751.59,535.03,0,3,0
17,0121,2041.52,761.25,738.18,415.22,2,3,1
18,0122,1843.19,1059.15,729.02,467.68,1,0,4
19,0125,1790.83,1146.13,1146.13,415.47,0,0,1
20,0127,1968.16,1143.27,824.89,709.12,1,1,1
21,0128,1832.95,997.68,742.46,556.84,2,0,1
22,0130,1805.56,993.59,630.34,502.14,4,2,0
23,0131,2252.14,1138.31,587.52,563.04,0,0,1
24,0133,1804.07,989.33,940.83,514.06,0,0,1
25,0134,1774.0,814.09,935.6,729.04,0,0,0
26,0135,1831.8,1013.82,875.58,506.91,1,0,3
27,0136,1987.8,1158.54,865.85,304.88,0,0,0
28,0137,1692.13,1210.34,599.29,587.54,0,0,1
29,0138,1847.13,1248.41,726.11,445.86,0,0,1
30,0139,1795.21,1183.51,744.68,571.81,0,0,0
31,0140,1765.89,1140.26,807.27,444.0,0,0,0
32,0142,2282.2,1126.89,804.92,378.79,0,0,0
33,0143,1963.52,1115.88,912.02,418.45,0,0,0
34,0146,1586.13,1418.07,672.27,493.7,0,0,0
35,0148,1930.64,1098.27,520.23,427.75,0,5,4
36,0149,1979.43,1233.93,651.24,702.66,0,0,3
37,0150,1636.36,1376.62,636.36,454.55,0,0,0
38,0155,2025.32,1253.16,1126.58,658.23,1,0,1
39,0156,1776.22,1062.94,685.31,503.5,1,0,0
40,0157,1181.38,1408.11,501.19,584.73,0,0,2
41,0158,1673.0,1254.75,557.67,709.76,0,0,0
42,0159,1797.62,1047.62,833.33,738.1,0,0,0
43,0161,2111.37,1125.29,672.85,522.04,0,1,5
44,0162,1992.29,1208.23,719.79,359.9,0,0,0
45,0163,1673.05,957.85,932.31,727.97,0,0,0
46,0165,2019.91,967.28,768.14,469.42,2,1,1
